tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,target_norm,text_clean
"iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #socialmedia #tech #ipad2 #media",,No emotion toward brand or product,,ipad 2 sold out 70 went to new buyers report link sxsw socialmedia tech ipad2 media
They should stock up on Mophie juice packs: Apple temp store opens in Austin for #SXSW &amp; iPad 2 launch {link} via @mention,,Positive emotion,,they should stock up on mophie juice packs apple temp store opens in austin for sxsw amp ipad 2 launch link via
"I just held the new iPad, I have envy, but my baby is still working so well at #sxsw.",iPad,Positive emotion,Apple iPad,i just held the new ipad i have envy but my baby is still working so well at sxsw
"Man, Google *should* launch Circles at #SXSW. Talk about striking while the iron is hot. | @mention @mention",Google,Positive emotion,Google,man google should launch circles at sxsw talk about striking while the iron is hot
"Lovin apple &amp; ipad2
#apple #austin #SXSW",iPad,Positive emotion,Apple iPad,lovin apple amp ipad2 apple austin sxsw
#sxsw Apple #iPad2 line took less than 10 minutes.,,No emotion toward brand or product,,sxsw apple ipad2 line took less than 10 minutes
Cant handle #SxSW traffic? RT @mention Dear @mention your own app for iPhone has sucked all day. #crashing,iPad or iPhone App,Negative emotion,Apple iOS App,cant handle sxsw traffic rt dear your own app for iphone has sucked all day crashing
Love Google Analytics! Thanks to the followers at #SXSW who took the time to check out my new post!,Other Google product or service,Positive emotion,Other Google product or service,love google analytics thanks to the followers at sxsw who took the time to check out my new post
Hope people ask the tough questions. RT @mention Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,,No emotion toward brand or product,,hope people ask the tough questions rt reminder android and chrome tts talk 1 pm today link sxsw
"This double buzzing issue with iPhone iOS 4.3 is getting annoying. In other news, an iPhone may fly across the room at #GR2L2 #SXSW",iPhone,Negative emotion,Apple iPhone,this double buzzing issue with iphone ios 4 3 is getting annoying in other news an iphone may fly across the room at gr2l2 sxsw
Geen Google Circles vandaag! RT @mention We're not launching any products at #SXSW but we're doing plenty else.,,No emotion toward brand or product,,geen google circles vandaag rt we're not launching any products at sxsw but we're doing plenty else
Will Google Circles take on Facebook?  {link} #circles #sxsw,,No emotion toward brand or product,,will google circles take on facebook link circles sxsw
Will Google Circles take on Facebook. {link} #circles #sxsw,,No emotion toward brand or product,,will google circles take on facebook link circles sxsw
LOL. #Apple erects temporary Apple Store in #Austin for #SXSW to sell #iPad 2. {link},,I can't tell,,lol apple erects temporary apple store in austin for sxsw to sell ipad 2 link
Any #Google fans in town for #SXSW? Stop by the Austin GTUG meeting Wednesday the 7th at 7:00pm. map link: {link},,No emotion toward brand or product,,any google fans in town for sxsw stop by the austin gtug meeting wednesday the 7th at 7 00pm map link link
Next battle for banks are mobile phone operators and Google &amp; Apple. #bankinnovation #sxsw,,No emotion toward brand or product,,next battle for banks are mobile phone operators and google amp apple bankinnovation sxsw
Chris Poole from 4chan recommends you Google: refrigerator magnet game. Very cute shared experience game. #sxswmoot #sxsw #sxswi,Other Google product or service,Positive emotion,Other Google product or service,chris poole from 4chan recommends you google refrigerator magnet game very cute shared experience game sxswmoot sxsw sxswi
"#tech Apple heads to #SXSW, sets up temporary store in Austin {link}",Apple,Positive emotion,Apple,tech apple heads to sxsw sets up temporary store in austin link
More #apple iPads per capital at #sxsw then anywhere else in the world except for Foxconn,,No emotion toward brand or product,,more apple ipads per capital at sxsw then anywhere else in the world except for foxconn
&quot;Apple is the most elegant fascist company in America.&quot; #flipboard #SXSW,Apple,Negative emotion,Apple,quot apple is the most elegant fascist company in america quot flipboard sxsw
Will Google launch a new social network called 'Circles' at South by Southwest today?  {link}  #SXSW #Circles #Google,,No emotion toward brand or product,,will google launch a new social network called 'circles' at south by southwest today link sxsw circles google
Have Google launched their next social media flop yet? #sxsw,Other Google product or service,Negative emotion,Other Google product or service,have google launched their next social media flop yet sxsw
&quot;Apple likes it if you pay them. That's what Apple likes.&quot; - Barry Diller #SXSW (@mention ACC - Ballroom D) [pic]: {link},Apple,Negative emotion,Apple,quot apple likes it if you pay them that's what apple likes quot barry diller sxsw acc ballroom d pic link
Line a mile long outside. Lucky to get in just to sit on the floor -Your Mom Has An iPad. I miss the old days at #sxsw before 40% + growth!,,I can't tell,,line a mile long outside lucky to get in just to sit on the floor your mom has an ipad i miss the old days at sxsw before 40 growth
That Google Maps for Mobile demonstration just rocked my world. #SXSW #UOsxsw #marissamayer,Other Google product or service,Positive emotion,Other Google product or service,that google maps for mobile demonstration just rocked my world sxsw uosxsw marissamayer
Wow! Google maps for mobile v5 demo at #sxsw. Very nice.,Other Google product or service,Positive emotion,Other Google product or service,wow google maps for mobile v5 demo at sxsw very nice
The #google name was built on gettinng stuff out there and trying it with users to see what works. #marissagoogle #sxsw,Google,Positive emotion,Google,the google name was built on gettinng stuff out there and trying it with users to see what works marissagoogle sxsw
&quot;Apple opening a temporary store in Austin for SXSW and the iPad 2 launch:&quot; {link} #SXSW,,No emotion toward brand or product,,quot apple opening a temporary store in austin for sxsw and the ipad 2 launch quot link sxsw
#tech Apple Opening Pop-Up Store In Austin For #SXSW {link},Apple,Positive emotion,Apple,tech apple opening pop up store in austin for sxsw link
GSDM Google party is off the hook! #SXSW  {link},Google,Positive emotion,Google,gsdm google party is off the hook sxsw link
#SXSW Apple picked a great venue to launch the new Ipads.,Apple,Positive emotion,Apple,sxsw apple picked a great venue to launch the new ipads
"#SXSW Apple Pop Up Store still has iPads in stock, we are waiting on line {link} via @mention #apple #ipad2Û",,No emotion toward brand or product,,sxsw apple pop up store still has ipads in stock we are waiting on line link via apple ipad2
Will Google preview a major new social service called Google Circles today at #SXSW {link},,No emotion toward brand or product,,will google preview a major new social service called google circles today at sxsw link
Will Google reveal a new social network called Circles?  {link} #Google #Facebook #SXSW,,No emotion toward brand or product,,will google reveal a new social network called circles link google facebook sxsw
Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link},,No emotion toward brand or product,,will google reveal a new social network called circles google facebook twitter sxsw link
will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link} (via @mention,,No emotion toward brand or product,,will google reveal a new social network called circles google facebook twitter sxsw link via
Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link} via @mention,,No emotion toward brand or product,,will google reveal a new social network called circles google facebook twitter sxsw link via
"#tech Apple saves #SXSW, set to open pop-up store {link}",,No emotion toward brand or product,,tech apple saves sxsw set to open pop up store link
"Cool. Apple sets up 5,000 sq. ft. temporary store at #SXSW to sell iPad 2's. {link}",Apple,Positive emotion,Apple,cool apple sets up 5 000 sq ft temporary store at sxsw to sell ipad 2's link
Popup Apple Store crew has been giving out water to the people in line but they are in street clothes. No Apple logos anywhere yet. #SXSW,,No emotion toward brand or product,,popup apple store crew has been giving out water to the people in line but they are in street clothes no apple logos anywhere yet sxsw
Popup Apple Store opens up for #SXSW. Love that this is going to be right in the middle of the action. {link} via @mention,Apple,Positive emotion,Apple,popup apple store opens up for sxsw love that this is going to be right in the middle of the action link via
#sxsw apple store run out for the day :( boo apple.,Apple,Negative emotion,Apple,sxsw apple store run out for the day boo apple
Japan Apple Stores serve as rallying point after massive quake {link} #entry #friends #house #sxsw,Apple,Positive emotion,Apple,japan apple stores serve as rallying point after massive quake link entry friends house sxsw
"love google street maps. Getting an idea of where everything is, in relation to the Austin Convention Center. Alamo Drafthouse Cinema #sxsw",Other Google product or service,Positive emotion,Other Google product or service,love google street maps getting an idea of where everything is in relation to the austin convention center alamo drafthouse cinema sxsw
Make people think they've arrived @mention wrong website. Make them go to Google to search for your site again #killcommunity  via @mention #sxsw,,No emotion toward brand or product,,make people think they've arrived wrong website make them go to google to search for your site again killcommunity via sxsw
From #Apple to #Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,,No emotion toward brand or product,,from apple to naomi campbell pop up stores are all the rage link sxsw
From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,Other Apple product or service,No emotion toward brand or product,Other Apple product or service,from apple to naomi campbell pop up stores are all the rage link sxsw
From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw: From #Apple to Naomi Ca... {link},,No emotion toward brand or product,,from apple to naomi campbell pop up stores are all the rage link sxsw from apple to naomi ca link
Cool! Apple to open temporary store at SXSW {link} #sxsw,Apple,Positive emotion,Apple,cool apple to open temporary store at sxsw link sxsw
nice! Apple to open pop-up store during #sxsw across from my office. {link},Apple,Positive emotion,Apple,nice apple to open pop up store during sxsw across from my office link
"Will Google TV v 2 be too late, overrun by XBox, PS3, Wii, Netflix and the like; all ready now? #SXSW Barry Diller QA",,No emotion toward brand or product,,will google tv v 2 be too late overrun by xbox ps3 wii netflix and the like all ready now sxsw barry diller qa
When Google were talking about &quot;topicality and reputation&quot; in search ranking I'm sure I saw Bing writing down notes... #qagb #sxsw,,No emotion toward brand or product,,when google were talking about quot topicality and reputation quot in search ranking i'm sure i saw bing writing down notes qagb sxsw
"Dear google, your photobooth sucks. #sxsw",Other Google product or service,Negative emotion,Other Google product or service,dear google your photobooth sucks sxsw
&quot;Apple: the most elegant fascist corporation in America today.&quot; -- Kara Swisher #sxsw #flipboard,Apple,Negative emotion,Apple,quot apple the most elegant fascist corporation in america today quot kara swisher sxsw flipboard
SXSW people: There is no Hacky Sack app on the iPAD - so stop asking.  #SXSW,,No emotion toward brand or product,,sxsw people there is no hacky sack app on the ipad so stop asking sxsw
This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation. #SXSW,Google,Positive emotion,Google,this google bing q amp a panel is like the world's most expensive seo consultation sxsw
Temp #Apple$tore set up for #SXSW YAY! {link} #Austin #tech,Apple,Positive emotion,Apple,temp apple tore set up for sxsw yay link austin tech
Rumours cleared &gt;&gt; RT @mention We're not launching any products at #SXSW but we're doing plenty else. Join us {link},,No emotion toward brand or product,,rumours cleared gt gt rt we're not launching any products at sxsw but we're doing plenty else join us link
About to learn all about design headaches for iPad #sxsw,iPad,Negative emotion,Apple iPad,about to learn all about design headaches for ipad sxsw
Ready to learn! &quot;Designing iPad Interfaces - New Navigation Schemas&quot; #SXSW #UXDes,iPad,Positive emotion,Apple iPad,ready to learn quot designing ipad interfaces new navigation schemas quot sxsw uxdes
On plane leaving for #sxsw.... I have never seen so many #apple devices on one plane! ;-),Apple,Positive emotion,Apple,on plane leaving for sxsw i have never seen so many apple devices on one plane
Google celebrating Pi Day in style at #SXSW -  {link},Google,Positive emotion,Google,google celebrating pi day in style at sxsw link
"*Spark selected as a finalist in Team Android Choice awards! If you're in Austin 3/13, please come &amp; support {link} #sxsw",Android,Positive emotion,Android,spark selected as a finalist in team android choice awards if you're in austin 3 13 please come amp support link sxsw
Yeah Googlegays! Get your SxSWSex on! @mention Popular Gay Dating App Grindr Now on Android - {link} #Grindr #SxSW,Android App,Positive emotion,Android,yeah googlegays get your sxswsex on popular gay dating app grindr now on android link grindr sxsw
"At #SxSW Leo Laporte pledges a fan's wife 1 &quot;GB Wifi White iPad&quot;. How about!? And, no, Leo was not drunk.",,No emotion toward brand or product,,at sxsw leo laporte pledges a fan's wife 1 quot gb wifi white ipad quot how about and no leo was not drunk
Barry Diller interview at #SXSW was pretty high level. Does not understand the Daily on iPad. All company valuations are high.,,I can't tell,,barry diller interview at sxsw was pretty high level does not understand the daily on ipad all company valuations are high
"Barry Diller says iPad-only magazines like The Daily don't make sense, {link} #sxsw",iPad or iPhone App,Negative emotion,Apple iOS App,barry diller says ipad only magazines like the daily don't make sense link sxsw
Barry Diller says that you're silly if you write content for one form factor only. Apple like it because they get money #SXSW,Apple,Negative emotion,Apple,barry diller says that you're silly if you write content for one form factor only apple like it because they get money sxsw
"Barry Diller Talks Daily Beast/Newsweek, The Daily, and the #iPad at #SXSW {link} #seo #sem #thedaily #barrydiller #topnews",,No emotion toward brand or product,,barry diller talks daily beast newsweek the daily and the ipad at sxsw link seo sem thedaily barrydiller topnews
Barry Diller: I have a truly emotional thing about the iPad. Harlow: iPad2? Diller: &quot;It's better.&quot; #sxsw,iPad,Positive emotion,Apple iPad,barry diller i have a truly emotional thing about the ipad harlow ipad2 diller quot it's better quot sxsw
Barry Diller: Newsbeast Merger Might Not Work: Barry Diller... {link} #News #Barry_Diller #iac #Newsweek #sxsw #Cyber #iPhone,,No emotion toward brand or product,,barry diller newsbeast merger might not work barry diller link news barry diller iac newsweek sxsw cyber iphone
Barry Diller: will not do an iPad-only newspaper app. &quot;iPad will be superseded.&quot; #SXSW,,No emotion toward brand or product,,barry diller will not do an ipad only newspaper app quot ipad will be superseded quot sxsw
Barry Diller's pragmatic and straight forward which is nice. Looks like he wants us to grab pitchforks vs. Apple #SXSW,Apple,Negative emotion,Apple,barry diller's pragmatic and straight forward which is nice looks like he wants us to grab pitchforks vs apple sxsw
Every outlet in this bar has an iPhone charger in it. #sxsw (@mention The Driskill Hotel Bar w/ 16 others) [pic]: {link},,No emotion toward brand or product,,every outlet in this bar has an iphone charger in it sxsw the driskill hotel bar w 16 others pic link
@mention Let me know if you don't get an Apple TV from #sxsw. I have a colleague who'll fly to Vegas for a short trip in a few days.,,No emotion toward brand or product,,let me know if you don't get an apple tv from sxsw i have a colleague who'll fly to vegas for a short trip in a few days
"IPad, tablet, etc are aiding in greater adoption of mobile devices because screen size is larger #mobilefarm #SXSW",,No emotion toward brand or product,,ipad tablet etc are aiding in greater adoption of mobile devices because screen size is larger mobilefarm sxsw
@mention let's go to the apple store and score an ipad. #sxsw #widfy,iPad,Positive emotion,Apple iPad,let's go to the apple store and score an ipad sxsw widfy
#SXSW Go let's you rate &amp; review sessions (although the experience on the iPhone is a bit torturous).,iPhone,Negative emotion,Apple iPhone,sxsw go let's you rate amp review sessions although the experience on the iphone is a bit torturous
And how clever that the iPad2 comes out the first day of #SXSW with a pop up apple store right indoor town Austin. Clever!,iPad,Positive emotion,Apple iPad,and how clever that the ipad2 comes out the first day of sxsw with a pop up apple store right indoor town austin clever
: Aron Pilhofer from The New York Times just endorsed HTML over iPad at the #NewsApps #sxsw and asked us not to tweet what he actually said!,iPad,Positive emotion,Apple iPad,aron pilhofer from the new york times just endorsed html over ipad at the newsapps sxsw and asked us not to tweet what he actually said
Austin police hard at work guarding the Apple store. #sxsw {link},,No emotion toward brand or product,,austin police hard at work guarding the apple store sxsw link
"I mean, sliced bread is great. But google bread is going to be revolutionary. #sxsw",Google,Positive emotion,Google,i mean sliced bread is great but google bread is going to be revolutionary sxsw
My sis Julie and I are in a life and death Rockaroke struggle to win her an iPad at the #Fandango #SXSW party. Hole and Bad Religion so far,iPad,Positive emotion,Apple iPad,my sis julie and i are in a life and death rockaroke struggle to win her an ipad at the fandango sxsw party hole and bad religion so far
"You want likability of Virgin, trustworthiness of Zappos and product of Apple. @mention #pnid #sxsw #enchantment",Apple,Positive emotion,Apple,you want likability of virgin trustworthiness of zappos and product of apple pnid sxsw enchantment
"It looks like a laptop, but it's a dock for the Motorola Atrix, an Android phone from #ATT. It is awesome. #SXSW {link}",Android,Positive emotion,Android,it looks like a laptop but it's a dock for the motorola atrix an android phone from att it is awesome sxsw link
Partying like it's 1986 (last time privacy law updated) with Google and the ACLU #sxsw (@mention Maggie Mae's) [pic]: {link},,Positive emotion,,partying like it's 1986 last time privacy law updated with google and the aclu sxsw maggie mae's pic link
&lt;Nice lil sizzle reel&gt; #SXSW: By the numbers (VIDEO) {link} #music #socialmedia,,No emotion toward brand or product,,lt nice lil sizzle reel gt sxsw by the numbers video link music socialmedia
"First in line @mention #sxsw @mention store for the #ipad2!! (@mention Apple Store, SXSW) [pic]: {link}",Apple,Positive emotion,Apple,first in line sxsw store for the ipad2 apple store sxsw pic link
10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},,No emotion toward brand or product,,10 30 am line at apple pop up store in austin it opens at 5 pm sxsw link
The long line at the Ginger Man's bathroom just saved me $829. The #SXSW pop-up Apple store closed right at midnight (as I walked up).,,No emotion toward brand or product,,the long line at the ginger man's bathroom just saved me 829 the sxsw pop up apple store closed right at midnight as i walked up
"141st in line for #ipad2 at #SXSW (@mention Apple Store, SXSW w/ 38 others) {link}",,No emotion toward brand or product,,141st in line for ipad2 at sxsw apple store sxsw w 38 others link
Mad long line for Google party at Maggie Mae's. Hope it's worth it.. but with 80s theme I am very optimistic #sxsw,,Positive emotion,,mad long line for google party at maggie mae's hope it's worth it but with 80s theme i am very optimistic sxsw
"First in line this morning at the Apple pop-up store in Austin, @mention caught the @mention this morning {link} #sxsw",,No emotion toward brand or product,,first in line this morning at the apple pop up store in austin caught the this morning link sxsw
Apple declines to be at the html5 browser wars IV panel #SXSW,,No emotion toward brand or product,,apple declines to be at the html5 browser wars iv panel sxsw
Apple selling iPad 2 at #sxsw. California is great at building cult followings. {link},iPad,Positive emotion,Apple iPad,apple selling ipad 2 at sxsw california is great at building cult followings link
Who's killing it at #chevytweethouse ? @mention - the iPad DJ! #sxsw {link},iPad,Positive emotion,Apple iPad,who's killing it at chevytweethouse the ipad dj sxsw link
Still feeling pukey and jet blue terminal was smelling like farts. Managed to buy apple slices for $5 too. #notwinning #sxsw,,No emotion toward brand or product,,still feeling pukey and jet blue terminal was smelling like farts managed to buy apple slices for 5 too notwinning sxsw
Apple selling the new Terp2it album? RT @mention Now more than 200 lined up for #SXSW Apple pop up store,,No emotion toward brand or product,,apple selling the new terp2it album rt now more than 200 lined up for sxsw apple pop up store
@mention link to google story doesn't work. ??  thx! #SXSW,,No emotion toward brand or product,,link to google story doesn't work thx sxsw
@mention link? or I have to google it huh?  see u in austin for #SXSW? let me buy you a drink if you'll be there!,,No emotion toward brand or product,,link or i have to google it huh see u in austin for sxsw let me buy you a drink if you'll be there
about to listen to a talk from @mention Marissa Mayer at #sxsw,,No emotion toward brand or product,,about to listen to a talk from marissa mayer at sxsw
Going to listen to former @mention coworker speak about his &quot;trip&quot; to Mars with NASA then iPad time! #sxsw,,No emotion toward brand or product,,going to listen to former coworker speak about his quot trip quot to mars with nasa then ipad time sxsw
Staying Alive: Can Indie iPhone Game Development Survive?  #sxsw (@mention ACC - Room 12AB w/ 22 others) {link},,No emotion toward brand or product,,staying alive can indie iphone game development survive sxsw acc room 12ab w 22 others link
watching live. Not the tsunami. Apple iPad line at Austin #sxsw. Mostly @mention oh and that sexy @mention,,No emotion toward brand or product,,watching live not the tsunami apple ipad line at austin sxsw mostly oh and that sexy
#ipad2 delivery at the pop up @mention store @mention Quite possible! #sxsw #sxswi {link},iPad,Positive emotion,Apple iPad,ipad2 delivery at the pop up store quite possible sxsw sxswi link
Never realized that there was a story/meaning behind every Google logo. So cool. Loving hearing from the #GoogleDoodle Team! #gsdm #sxsw,Google,Positive emotion,Google,never realized that there was a story meaning behind every google logo so cool loving hearing from the googledoodle team gsdm sxsw
Austin folks: Any stores that carry Apple accessories (keyboard/mouse) near Alamo Lake Creek? Mine didn't make the trip #sxsw,,No emotion toward brand or product,,austin folks any stores that carry apple accessories keyboard mouse near alamo lake creek mine didn't make the trip sxsw
calling all android &amp; iphone app devs you need to follow @mention NOW &amp; find him at #sxsw screenburn for cool swag,,No emotion toward brand or product,,calling all android amp iphone app devs you need to follow now amp find him at sxsw screenburn for cool swag
"I just fell asleep for 2 hours with my eyes open, staring into the #SXSW stream on my iPad 2. {link}",,No emotion toward brand or product,,i just fell asleep for 2 hours with my eyes open staring into the sxsw stream on my ipad 2 link
iPad 2 will be taking over #SXSW. I'm prepared for this to be the most fun weekend of my career.,iPad,Positive emotion,Apple iPad,ipad 2 will be taking over sxsw i'm prepared for this to be the most fun weekend of my career
Google Will Connect the Digital &amp; Physical Worlds Through Mobile -{link} #sxsw,,No emotion toward brand or product,,google will connect the digital amp physical worlds through mobile link sxsw
Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #sxsw #mobile #mcommerce,,No emotion toward brand or product,,google will connect the digital amp physical worlds through mobile link sxsw mobile mcommerce
Google will eat itself #rhizome #sxswk #sxsw  @mention Hilton {link},Google,Negative emotion,Google,google will eat itself rhizome sxswk sxsw hilton link
Omg.. Still in line for the new iPad n dieing of hunger! #sxsw who else is in line?,iPad,Positive emotion,Apple iPad,omg still in line for the new ipad n dieing of hunger sxsw who else is in line
Welcome all iPad 2 owners and new used iPad owners. There's room for everyone at this party. #SXSW #postPC,iPad,Positive emotion,Apple iPad,welcome all ipad 2 owners and new used ipad owners there's room for everyone at this party sxsw postpc
Google will launch a new Social Network called #CIRCLES {link} Focused on increased privacy &amp; relevance....announced at #SXSW,,No emotion toward brand or product,,google will launch a new social network called circles link focused on increased privacy amp relevance announced at sxsw
Google will launch major new social network called Circles. #SXSW,,No emotion toward brand or product,,google will launch major new social network called circles sxsw
Google soll noch heute Social Network #Google #Circles starten. {link} #SXSW (via @mention @mention,,No emotion toward brand or product,,google soll noch heute social network google circles starten link sxsw via
"Google will not launch Facebook competitor Circles @mention #sxsw today as thought, creeper half-friends the world over disappointed.",Google,Negative emotion,Google,google will not launch facebook competitor circles sxsw today as thought creeper half friends the world over disappointed
"Google will preview major new social service, Circles, at #sxsw today, says @mention {link}  (ht @mention",,No emotion toward brand or product,,google will preview major new social service circles at sxsw today says link ht
Hearing all sorts of conflicting reports about Google launching Circles/GoogleMe/+1 at #SXSW. Any real word in Austin? {link},,No emotion toward brand or product,,hearing all sorts of conflicting reports about google launching circles googleme 1 at sxsw any real word in austin link
"And it will suck. RT @mention RT @mention Google will preview major new social service, Circles, at #sxsw today {link}",Other Google product or service,Negative emotion,Other Google product or service,and it will suck rt rt google will preview major new social service circles at sxsw today link
Google will take over the world #SXSW (@mention ACC - Ballroom D w/ 97 others) {link},Google,Positive emotion,Google,google will take over the world sxsw acc ballroom d w 97 others link
Look at all these people at #sxsw with iPad 1's. No shame.,iPad,Negative emotion,Apple iPad,look at all these people at sxsw with ipad 1's no shame
"I want yall to know Apple built a pop up store in 3 days, only selling the iPad2, wow #sxsw {link}",Apple,Positive emotion,Apple,i want yall to know apple built a pop up store in 3 days only selling the ipad2 wow sxsw link
"Morning all, so will we be hearing about Google Circles Today? {link} #sxsw",,No emotion toward brand or product,,morning all so will we be hearing about google circles today link sxsw
Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,Positive emotion,Android,yes gowalla wins best andoid app at the team android choice awards thanks all sxsw
App is called 'your hands' #sxsw RT @mention Need an app to turn my iPhone into a wifi mouse for my iPad. Exist?,,No emotion toward brand or product,,app is called 'your hands' sxsw rt need an app to turn my iphone into a wifi mouse for my ipad exist
"Hello, Holler Gram! Come take a look at our new (and first!) iPad app {link} #hollergram #sxsw",iPad or iPhone App,Positive emotion,Apple iOS App,hello holler gram come take a look at our new and first ipad app link hollergram sxsw
"Hello, Holler Gram! Get to know @mention new iPad app {link} #hollergram #sxsw",,No emotion toward brand or product,,hello holler gram get to know new ipad app link hollergram sxsw
{link} Killer shot I got last night of @mention at the #nokiaconnects concert for #SXSW,,No emotion toward brand or product,,link killer shot i got last night of at the nokiaconnects concert for sxsw
I realllllllly need to upgrade my phone haha RT @mention 10 iPhone Apps youÛªll Probably Need and Use During #SXSW {link},iPad or iPhone App,Positive emotion,Apple iOS App,i realllllllly need to upgrade my phone haha rt 10 iphone apps you ll probably need and use during sxsw link
Barton Hollow is a free song download &amp; featured album on @mention @mention 2011 Featured Mix! {link} #iTunes #sxsw,,No emotion toward brand or product,,barton hollow is a free song download amp featured album on 2011 featured mix link itunes sxsw
I feel silly but cannot figure out how to update the #sxsw mobile app on android. It doesn't seem to have &quot;options&quot; (bottom left button)?,,Negative emotion,,i feel silly but cannot figure out how to update the sxsw mobile app on android it doesn't seem to have quot options quot bottom left button
Had a really good look at IE9 today @mention #sxsw and as an Apple #fanboy I was very impressed,iPad or iPhone App,Positive emotion,Apple iOS App,had a really good look at ie9 today sxsw and as an apple fanboy i was very impressed
"Tim O'Reilly his Web 2.0 definition - companies that survived built value from consumer-generated data. eBay, Amazon, Google. #sxsw",,No emotion toward brand or product,,tim o'reilly his web 2 0 definition companies that survived built value from consumer generated data ebay amazon google sxsw
"I was really hoping #SXSW would bring an Android version of @mention Oh well, maybe someday...a long time from now.",Android App,Negative emotion,Android,i was really hoping sxsw would bring an android version of oh well maybe someday a long time from now
"Will overload of info delivered by Google kill discovery? Google says ppl won't lose curiosity, but I wonder...We need serendipity. #SXSW",Google,Negative emotion,Google,will overload of info delivered by google kill discovery google says ppl won't lose curiosity but i wonder we need serendipity sxsw
"Data overload? EVERY month: 45bil pieces of #Facebook content, 3bil tweets &amp; 11bil #Google searches. #SXSW",,No emotion toward brand or product,,data overload every month 45bil pieces of facebook content 3bil tweets amp 11bil google searches sxsw
Just downloaded an ipad app for countering jetlag in Austin. #sxsw,,Positive emotion,,just downloaded an ipad app for countering jetlag in austin sxsw
Just downloaded the #sxsw go app off the android market... let's get ittttt,Android App,Positive emotion,Android,just downloaded the sxsw go app off the android market let's get ittttt
Just downloaded the Asddieu app in preparation for #sxsw.  Pumped.  You need to check it out  {link} #app #events #networking,iPad or iPhone App,Positive emotion,Apple iOS App,just downloaded the asddieu app in preparation for sxsw pumped you need to check it out link app events networking
"Woman in lobby: &quot;there's a website called, like, stupid iPhone speller, and it's ppl taking pics of funny autocorrected words.&quot; #sxsw",,No emotion toward brand or product,,woman in lobby quot there's a website called like stupid iphone speller and it's ppl taking pics of funny autocorrected words quot sxsw
Rumoured location of apple pop up store iun austin texas #sxsw...cheers {link},Apple,No emotion toward brand or product,Apple,rumoured location of apple pop up store iun austin texas sxsw cheers link
Guy Gets Logo Tattoo For iPad {link} at #sxsw #austin,,No emotion toward brand or product,,guy gets logo tattoo for ipad link at sxsw austin
@mention Lol. Here at #sxsw Apple have a pop up store. iPad 2's are flying off the shelves. It's a hipster feeding frenzy!,iPad,Positive emotion,Apple iPad,lol here at sxsw apple have a pop up store ipad 2's are flying off the shelves it's a hipster feeding frenzy
"Wow very long queue of people at apple pop up store now, some have bought 3 iPads! #sxsw@mention Room#NokiaConnects",iPad,Positive emotion,Apple iPad,wow very long queue of people at apple pop up store now some have bought 3 ipads sxsw roomnokiaconnects
@mention look! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW ... {link},,Positive emotion,,look rt new ubersocial for iphone now in the app store includes uberguide to sxsw link
@mention Looks like you could get your iPad2 here {link} #apple #sxsw,iPad,Positive emotion,Apple iPad,looks like you could get your ipad2 here link apple sxsw
Awesome. Lost colleague. Left iphone in car. #fail #sxsw,,No emotion toward brand or product,,awesome lost colleague left iphone in car fail sxsw
@mention lost its way by caring too much about its business.  - tim o'reilly #SXSW,,No emotion toward brand or product,,lost its way by caring too much about its business tim o'reilly sxsw
I expect lots of buzz about iPad 2 at #sxsw since it comes out tomorrow. But will it support Flash? Maybe so: {link} #elonsxsw,iPad,Positive emotion,Apple iPad,i expect lots of buzz about ipad 2 at sxsw since it comes out tomorrow but will it support flash maybe so link elonsxsw
kinda jealous of the ubiquity of ipad's here...#sxsw,iPad,Positive emotion,Apple iPad,kinda jealous of the ubiquity of ipad's here sxsw
"A lot of love for Google APIs in session on visualizing government data @mention #sxsw, including My Maps, Maps API, Fusion Tables and Refine.",Other Google product or service,Positive emotion,Other Google product or service,a lot of love for google apis in session on visualizing government data sxsw including my maps maps api fusion tables and refine
@mention love the #ipad2.  Got one at the pop-up Apple Store for #sxsw attendees.,iPad,Positive emotion,Apple iPad,love the ipad2 got one at the pop up apple store for sxsw attendees
@mention love what y'all do at #SXSW. How come I'm getting login authorization error almost every time I open my app on iPhone?,iPad or iPhone App,Negative emotion,Apple iOS App,love what y'all do at sxsw how come i'm getting login authorization error almost every time i open my app on iphone
Apple employee psyches up line at pop up shop at #SXSW moments before iPad 2 goes on sale!  {link},Apple,Positive emotion,Apple,apple employee psyches up line at pop up shop at sxsw moments before ipad 2 goes on sale link
